Fichier,Section,Séquence,Texte ES,Texte EN,Texte FR,Nouveau ES,Nouveau EN,Nouveau FR
components/ActivitiesContent.tsx,ActivitiesContent,seq-003,"Experiencias que solo existen en Rincón del Mar, Sucre – Colombia","Experiences that only exist in Rincón del Mar, Sucre – Colombia","Des expériences qui n'existent qu'à Rincón del Mar, Sucre – Colombie",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-004,"En Palenque Beach House no solo duermes frente al mar… vives el Caribe en su estado más puro. Cada tour ha sido diseñado para que descubras la magia natural, cultural y ancestral de este rincón único del planeta.","At Palenque Beach House you don't just sleep in front of the sea… you live the Caribbean in its purest state. Each tour is designed for you to discover the natural, cultural and ancestral magic of this unique corner of the planet.","À Palenque Beach House, vous ne dormez pas seulement face à la mer… vous vivez les Caraïbes dans leur état le plus pur. Chaque tour a été conçu pour vous faire découvrir la magie naturelle, culturelle et ancestrale de ce coin unique de la planète.",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-005,Tour Manglar,Mangrove Tour,Tour Mangrove,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-006,Ecoturismo,Ecotourism,Écotourisme,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-007,Sumérgete en un ecosistema vivo donde el mar y el bosque se abrazan. Navegarás por los manglares de Rincón del Mar mientras conoces sus diferentes especies y las iniciativas locales que los protegen.,Immerse yourself in a living ecosystem where the sea and the forest embrace. You will navigate through the mangroves of Rincón del Mar while learning about its different species and the local initiatives that protect them.,Plongez dans un écosystème vivant où la mer et la forêt s'étreignent. Vous naviguerez dans les mangroves de Rincón del Mar tout en découvrant leurs différentes espèces et les initiatives locales qui les protègent.,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-008,Salidas: 8:00am / 10:00am / 4:00pm • Duración: 1 hora,Departures: 8:00am / 10:00am / 4:00pm • Duration: 1 hour,Départs : 8h00 / 10h00 / 16h00 • Durée : 1 heure,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-009,$40.000,"$40,000",40 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-010,por persona,per person,par personne,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-011,"Avistamiento de osos perezosos, iguanas, mapaches","Sloths, iguanas, raccoons","Paresseux, iguanes, ratons laveurs",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-012,Aves tropicales,Tropical birds,Oiseaux tropicaux,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-013,Navegación por manglares,Mangrove navigation,Navigation en mangrove,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-014,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-015,Tour Islas – Archipiélago de San Bernardo,Islands Tour – San Bernardo Archipelago,Tour Îles – Archipel de San Bernardo,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-016,Tour de islas,Island tour,Tour des îles,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-017,Un viaje en lancha por uno de los archipiélagos más hermosos del Caribe colombiano.,A boat trip through one of the most beautiful archipelagos in the Colombian Caribbean.,Un voyage en bateau dans l'un des plus beaux archipels des Caraïbes colombiennes.,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-018,Salida: 8:45am • Duración: 6 horas,Departure: 8:45am • Duration: 6 hours,Départ : 8h45 • Durée : 6 heures,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-019,$70.000,"$70,000",70 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-020,por persona,per person,par personne,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-021,"Isla Palma, recorrido panorámico","Palma Island, panoramic tour","Île Palma, visite panoramique",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-022,"Islote de Santa Cruz, la isla más densamente poblada del mundo (ingreso opcional $10.000 COP)","Santa Cruz Islet, the most densely populated island in the world (optional entry $10,000 COP)","Îlot Santa Cruz, l'île la plus densément peuplée au monde (entrée optionnelle 10 000 COP)",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-023,Isla Múcura – 2 horas de playa paradisíaca,Múcura Island – 2 hours of paradise beach,Île Múcura – 2 heures de plage paradisiaque,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-024,Isla Tintipán – 1 hora de playa + opción de almuerzo,Tintipán Island – 1 hour of beach + lunch option,Île Tintipán – 1 heure de plage + option déjeuner,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-025,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-026,Tour Islas Palenque,Palenque Islands Tour,Tour Îles Palenque,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-027,Tour premium,Premium tour,Tour premium,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-028,"La versión premium del tour de islas. Incluye todo el recorrido anterior (excepto el Islote) y suma una parada en la isla Ceycén, un paraíso escondido donde podrás nadar entre corales y peces de colores.","The premium version of the islands tour. Includes the entire previous route (except the Islet) and adds a stop at Ceycén Island, a hidden paradise where you can swim among corals and colorful fish.","La version premium du tour des îles. Inclut tout le parcours précédent (sauf l'Îlot) et ajoute un arrêt sur l'île Ceycén, un paradis caché où vous pourrez nager parmi les coraux et les poissons colorés.",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-029,Salida: 8:45am • Duración: 6.5 horas,Departure: 8:45am • Duration: 6.5 hours,"Départ : 8h45 • Durée : 6,5 heures",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-030,$90.000,"$90,000",90 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-031,por persona,per person,par personne,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-032,Todas las islas del tour estándar (excepto Islote),All islands from the standard tour (except Islet),Toutes les îles du tour standard (sauf l'Îlot),,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-033,Isla Ceycén – paraíso escondido,Ceycén Island – hidden paradise,Île Ceycén – paradis caché,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-034,Snorkel entre corales y peces de colores,Snorkel among corals and colorful fish,Snorkeling parmi les coraux et poissons colorés,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-035,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-036,Tour de Plancton Bioluminiscente,Bioluminescent Plankton Tour,Tour du Plancton Bioluminescent,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-037,Experiencia nocturna,Night experience,Expérience nocturne,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-038,"Una experiencia que parece magia. Primero navegarás hacia Isla Cabruna para disfrutar un atardecer inolvidable con avistamiento de aves. Luego te adentrarás en los manglares del archipiélago para presenciar el espectáculo natural del plancton bioluminiscente, donde cada movimiento en el agua se convierte en destellos de luz.","An experience that seems like magic. First you will sail to Cabruna Island to enjoy an unforgettable sunset with bird watching. Then you will enter the mangroves of the archipelago to witness the natural spectacle of bioluminescent plankton, where every movement in the water becomes flashes of light.","Une expérience qui semble magique. Vous naviguerez d'abord vers l'île Cabruna pour profiter d'un coucher de soleil inoubliable avec l'observation des oiseaux. Puis vous pénétrerez dans les mangroves de l'archipel pour assister au spectacle naturel du plancton bioluminescent, où chaque mouvement dans l'eau se transforme en éclats de lumière.",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-039,Salida: 5:30pm • Duración: 2.5 horas,Departure: 5:30pm • Duration: 2.5 hours,"Départ : 17h30 • Durée : 2,5 heures",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-040,$50.000,"$50,000",50 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-041,por persona,per person,par personne,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-042,Atardecer en Isla Cabruna con avistamiento de aves,Sunset at Cabruna Island with bird watching,Coucher de soleil à l'île Cabruna avec observation des oiseaux,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-043,Plancton bioluminiscente en manglares,Bioluminescent plankton in mangroves,Plancton bioluminescent dans les mangroves,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-044,Recuerdo inolvidable,Unforgettable memory,Souvenir inoubliable,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-045,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-046,Cabalgata al Atardecer,Sunset Horseback Ride,Balade à Cheval au Coucher du Soleil,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-047,Experiencia romántica,Romantic experience,Expérience romantique,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-048,"Recorre senderos de bosque tropical y la orilla del mar montando caballo mientras el sol cae sobre Rincón del Mar. Una experiencia tranquila, romántica y profundamente caribeña.","Ride through tropical forest trails and along the seashore on horseback as the sun sets over Rincón del Mar. A quiet, romantic and deeply Caribbean experience.","Parcourez les sentiers de la forêt tropicale et le bord de la mer à cheval pendant que le soleil se couche sur Rincón del Mar. Une expérience tranquille, romantique et profondément caribéenne.",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-049,Salida: 4:30pm • Duración: 1 hora,Departure: 4:30pm • Duration: 1 hour,Départ : 16h30 • Durée : 1 heure,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-050,$120.000,"$120,000",120 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-051,por persona,per person,par personne,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-052,Senderos de bosque tropical,Tropical forest trails,Sentiers de forêt tropicale,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-053,Orilla del mar a caballo,Seashore on horseback,Bord de mer à cheval,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-054,Atardecer sobre Rincón del Mar,Sunset over Rincón del Mar,Coucher de soleil sur Rincón del Mar,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-055,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-056,Pesca Artesanal + Snorkel + Almuerzo,Artisanal Fishing + Snorkel + Lunch,Pêche Artisanale + Snorkeling + Déjeuner,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-057,Experiencia cultural,Cultural experience,Expérience culturelle,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-058,"Vive un día como un pescador local. Saldrás en bote a realizar pesca artesanal, luego harás snorkel frente a Isla Tintipán, y más tarde llegarás a Isla Mangle, donde prepararás tu propio almuerzo con la pesca del día, acompañado de patacón y ensalada.","Live a day like a local fisherman. You will go out on a boat for artisanal fishing, then snorkel off Tintipán Island, and later arrive at Mangle Island, where you will prepare your own lunch with the day's catch, accompanied by patacón and salad.","Vivez une journée comme un pêcheur local. Vous partirez en bateau pour faire de la pêche artisanale, puis vous ferez du snorkeling face à l'île Tintipán, et plus tard vous arriverez à l'île Mangle, où vous préparerez votre propre déjeuner avec la pêche du jour, accompagné de patacón et de salade.",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-059,Salidas: 7:00am / 8:00am / 9:00am • Duración: 6 horas,Departures: 7:00am / 8:00am / 9:00am • Duration: 6 hours,Départs : 7h00 / 8h00 / 9h00 • Durée : 6 heures,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-060,$130.000,"$130,000",130 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-061,por persona (mínimo 2 personas),per person (minimum 2 people),par personne (minimum 2 personnes),,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-062,Pesca artesanal en bote,Artisanal fishing by boat,Pêche artisanale en bateau,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-063,Snorkel frente a Isla Tintipán,Snorkel off Tintipán Island,Snorkeling face à l'île Tintipán,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-064,Almuerzo en Isla Mangle con la pesca del día,Lunch at Mangle Island with the day's catch,Déjeuner à l'île Mangle avec la pêche du jour,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-065,Patacón y ensalada incluidos,Patacón and salad included,Patacón et salade inclus,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-066,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-067,Fantasy Island Tour – Experiencia Exclusiva,Fantasy Island Tour – Exclusive Experience,Fantasy Island Tour – Expérience Exclusive,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-068,Experiencia exclusiva,Exclusive experience,Expérience exclusive,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-069,"Nuestro tour estrella. Comienza con una visita al Bioparque de Isla Palma, hogar de flamencos, monos, venados y otras especies. Luego disfrutarás de una playa privada en Isla Ceycén, con cóctel de bienvenida y almuerzo incluido. La tarde será para nadar, hacer snorkel entre corales y relajarte en los famosos jacuzzis de mar, un fenómeno natural donde burbujas emergen desde el fondo del océano.","Our star tour. It begins with a visit to the Biopark of Palma Island, home to flamingos, monkeys, deer and other species. Then you will enjoy a private beach on Ceycén Island, with a welcome cocktail and lunch included. The afternoon will be for swimming, snorkeling among corals and relaxing in the famous sea jacuzzis, a natural phenomenon where bubbles emerge from the bottom of the ocean.","Notre tour phare. Commencez par une visite au Bioparc de l'île Palma, refuge de flamants roses, singes, cerfs et autres espèces. Puis profitez d'une plage privée sur l'île Ceycén, avec cocktail de bienvenue et déjeuner inclus. L'après-midi sera consacrée à la baignade, au snorkeling parmi les coraux et à la détente dans les célèbres jacuzzis de mer, un phénomène naturel où des bulles émergent du fond de l'océan.",,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-070,Salida: 8:30am • Duración: 7 horas,Departure: 8:30am • Duration: 7 hours,Départ : 8h30 • Durée : 7 heures,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-071,$230.000,"$230,000",230 000,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-072,por persona (mínimo 4 personas),per person (minimum 4 people),par personne (minimum 4 personnes),,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-073,Bioparque de Isla Palma,Biopark of Palma Island,Bioparc de l'île Palma,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-074,Playa privada en Isla Ceycén,Private beach on Ceycén Island,Plage privée sur l'île Ceycén,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-075,Cóctel de bienvenida y almuerzo incluido,Welcome cocktail and lunch included,Cocktail de bienvenue et déjeuner inclus,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-076,Snorkel entre corales,Snorkel among corals,Snorkeling parmi les coraux,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-077,Jacuzzis de mar – fenómeno natural,Sea jacuzzis – natural phenomenon,Jacuzzis de mer – phénomène naturel,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-078,Reservar ahora,Book now,Réserver maintenant,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-079,¿Por qué reservar con nosotros?,Why book with us?,Pourquoi réserver avec nous ?,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-080,,Insurance included,Assurance incluse,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-081,,All our excursions include travel insurance,Toutes nos excursions incluent une assurance voyage,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-082,Guía local experto,Expert local guide,Guide local expert,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-083,,Know every corner with certified bilingual guides,Connaissez chaque coin avec des guides bilingues certifiés,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-084,Mejor precio directo,Best direct price,Meilleur prix direct,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-085,Sin intermediarios. Precio justo para viajeros,No intermediaries. Fair price for travelers,Sans intermédiaires. Prix juste pour les voyageurs,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-086,¿Listo para la aventura?,Ready for adventure?,Prêt pour l'aventure ?,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-087,Reserva tu excursión favorita con nosotros. Te ayudamos a planificar cada detalle de tu experiencia.,Book your favorite excursion with us. We help you plan every detail of your experience.,Réservez votre excursion favorite avec nous. Nous vous aidons à planifier chaque détail de votre expérience.,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-088,Contactar por WhatsApp,Contact via WhatsApp,Contacter par WhatsApp,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-089,o llámanos al,or call us at,ou appelez-nous au,,,
components/ActivitiesContent.tsx,ActivitiesContent,seq-090,#ERROR!,+57 310 527 0542,+57 310 527 0542,,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-001,Instagram,Instagram,Instagram,,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-002,"Y tú te preguntarás, pero dónde queda eso tan lindo. El lugar se llama Palenque y fue todo lo que soñábamos para celebrar nuestro aniversario y hasta más. Gracias Familia Palenque, nos sentimos muy felices de principio a fin. Una joya paradisíaca escondida en Sucre.","And you will ask yourself, where is that beautiful place. The place is called Palenque and it was everything we dreamed of to celebrate our anniversary and more. Thank you Palenque Family, we felt very happy from start to finish. A paradisiacal jewel hidden in Sucre.","Et vous vous demanderez, où se trouve cet endroit si beau. L'endroit s'appelle Palenque et c'était tout ce dont nous rêvions pour célébrer notre anniversaire et plus encore. Merci Famille Palenque, nous nous sommes sentis très heureux du début à la fin. Un joyau paradisiaque caché à Sucre.",,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-003,@amazonicawild,@amazonicawild,@amazonicawild,,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-004,"Mi hamaca especial. El relajo en este lugar, es otro cuento. Las playas desoladas son lo mío. Honestamente siempre intento ir a lugares tranquilos porque el tumulto y las playas turísticas me generan ansiedad.",My special hammock. The relaxation in this place is another story. Desolate beaches are my thing. Honestly I always try to go to quiet places because the hustle and tourist beaches give me anxiety.,"Mon hamac spécial. La détente dans cet endroit, c'est une autre histoire. Les plages désertes sont mon truc. Honnêtement j'essaie toujours d'aller dans des endroits tranquilles parce que la cohue et les plages touristiques me donnent de l'anxiété.",,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-005,@amazonicawild,@amazonicawild,@amazonicawild,,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-006,Los mejores atardeceres están aquí 🤎. No miento.,The best sunsets are here 🤎. I'm not lying.,Les plus beaux couchers de soleil sont ici 🤎. Je ne mens pas.,,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-007,@amazonicawild,@amazonicawild,@amazonicawild,,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-008,"Todas las mañanas, despertando con esta vista y el sonido de las olas. No necesitas nada más ✨.","Every morning, waking up to this view and the sound of the waves. You don't need anything more ✨.","Tous les matins, se réveiller avec cette vue et le bruit des vagues. Tu n'as besoin de rien de plus ✨.",,,
components/TestimonialsSection.tsx,TestimonialsSection,seq-009,@amazonicawild,@amazonicawild,@amazonicawild,,,
components/VideoLoader.tsx,VideoLoader,seq-001,Cargando experiencia,Loading experience,Chargement de l'expérience,,,
components/VideoLoader.tsx,VideoLoader,seq-002,Preparando tu aventura...,Preparing your adventure...,Préparation de votre aventure...,,,
components/VideoLoader.tsx,VideoLoader,seq-003,Esto está tardando más de lo usual...,This is taking longer than usual...,Cela prend plus de temps que prévu...,,,
components/WelcomeSection.tsx,WelcomeSection,seq-001,Sobre Nosotros,About Us,À Propos,,,
components/WelcomeSection.tsx,WelcomeSection,seq-002,"Palenque, Bolívar","Palenque, Bolivar","Palenque, Bolívar",,,
components/WelcomeSection.tsx,WelcomeSection,seq-003,Eco Hotel Certificado,Certified Eco Hotel,Éco-Hôtel Certifié,,,
components/WelcomeSection.tsx,WelcomeSection,seq-004,100% Sostenible,100% Sustainable,100% Durable,,,
components/WelcomeSection.tsx,WelcomeSection,seq-005,Basado en 200+ reseñas,Based on 200+ reviews,Basé sur 200+ avis,,,
components/ServicesSection.tsx,ServicesSection,seq-001,Experiencias,Experiences,Expériences,,,
components/ServicesSection.tsx,ServicesSection,seq-002,Ver más,See more,Voir plus,,,
app/[locale]/restaurante/page.tsx,restaurante,seq-001,Restaurante,Restaurant,Restaurant,,,
app/[locale]/restaurante/page.tsx,restaurante,seq-002,Gastronomía caribeña con vista al mar,Caribbean cuisine with sea view,Cuisine caraïbe avec vue sur la mer,,,
app/[locale]/contacto/page.tsx,contacto,seq-001,Contacto,Contact,Contact,,,
app/[locale]/contacto/page.tsx,contacto,seq-002,Estamos aquí para hacer tu estancia inolvidable,We are here to make your stay unforgettable,Nous sommes là pour rendre votre séjour inoubliable,,,
components/Footer.tsx,Footer,seq-001,Legal,Legal,Mentions légales,,,
components/Footer.tsx,Footer,seq-002,WhatsApp +57 310 527 0542,WhatsApp +57 310 527 0542,WhatsApp +57 310 527 0542,,,
components/Footer.tsx,Footer,seq-003,info@palenque.co,info@palenque.co,info@palenque.co,,,
components/Footer.tsx,Footer,seq-004,henrimorel.com,henrimorel.com,henrimorel.com,,,
components/Navbar.tsx,Navbar,seq-001,Idioma / Language / Langue,Idioma / Language / Langue,Idioma / Language / Langue,,,
components/GallerySection.tsx,GallerySection,seq-002,Anterior,Previous,Précédent,,,
components/GallerySection.tsx,GallerySection,seq-003,Siguiente,Next,Suivant,,,
components/RestaurantPage.tsx,RestaurantPage-VideoHero,seq-538,Cargando experiencia...,Loading experience...,Chargement de l'expérience...,,,
components/RestaurantPage.tsx,RestaurantPage-Hero,seq-539,Palenque Eco Hotel,Palenque Eco Hotel,Palenque Eco Hotel,,,
components/RestaurantPage.tsx,RestaurantPage-Hero,seq-540,Restaurante,Restaurant,Restaurant,,,
components/RestaurantPage.tsx,RestaurantPage-Hero,seq-541,Un viaje gastronómico por el Caribe colombiano,A culinary journey through the Colombian Caribbean,Un voyage culinaire à travers la Caraïbe colombienne,,,
components/RestaurantPage.tsx,RestaurantPage-Hero,seq-542,"Nuestro restaurante celebra los sabores auténticos de la región con ingredientes frescos del mar, la tierra y el corazón de Palenque. Cada plato es una historia de tradición, sostenibilidad y pasión.","Our restaurant celebrates the authentic flavors of the region with fresh ingredients from the sea, the land, and the heart of Palenque. Every dish is a story of tradition, sustainability, and passion.","Notre restaurant célèbre les saveurs authentiques de la région avec des ingrédients frais de la mer, de la terre et du cœur de Palenque. Chaque plat est une histoire de tradition, de durabilité et de passion.",,,
components/RestaurantPage.tsx,RestaurantPage-DishImage,seq-543,Loading...,Loading...,Loading...,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-544,Especialidades de la Casa,House Specialties,Spécialités de la Maison,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-545,Pesca del Día,Catch of the Day,Poisson du Jour,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-546,"Pescado fresco capturado por pescadores locales, acompañado de arroz con coco y patacón.","Fresh fish caught by local fishermen, served with coconut rice and fried plantain.","Poisson frais pêché par des pêcheurs locaux, accompagné de riz coco et de patacón.",,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-548,Más pedido,Most popular,Le plus demandé,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-549,Cazuela de Mariscos,Seafood Casserole,Casserole de Fruits de Mer,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-550,"Langostinos, calamares, mejillones y pescado en una rica salsa caribeña con hierbas locales.","Prawns, squid, mussels, and fish in a rich Caribbean sauce with local herbs.","Crevettes, calamars, moules et poisson dans une riche sauce caraïbe aux herbes locales.",,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-552,Para compartir,For sharing,À partager,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-553,Ceviche Palenquero,Palenque Ceviche,Ceviche Palenquero,,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-554,"Ceviche tradicional con limón tahití, cilantro fresco, cebolla morada y maíz tostado.","Traditional ceviche with tahitian lime, fresh cilantro, red onion, and toasted corn.","Ceviche traditionnel au citron tahitien, coriandre fraîche, oignon rouge et maïs grillé.",,,
components/RestaurantPage.tsx,RestaurantPage-Highlights,seq-560,Esencial,Essential,Essentiel,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-561,Una Experiencia Sensorial,A Sensory Experience,Une Expérience Sensorielle,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-562,"Más que una comida, un momento inolvidable","More than a meal, an unforgettable moment","Plus qu'un repas, un moment inoubliable",,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-563,Vista al Mar,Sea View,Vue sur la Mer,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-564,Disfruta tu cena con la brisa del Caribe y el sonido de las olas.,Enjoy your dinner with the Caribbean breeze and the sound of the waves.,Profitez de votre dîner avec la brise des Caraïbes et le bruit des vagues.,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-565,Barra de Cocteles,Cocktail Bar,Bar à Cocktails,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-566,Cócteles artesanales con frutas tropicales y ron de la región.,Handcrafted cocktails with tropical fruits and local rum.,Cocktails artisanaux aux fruits tropicaux et au rhum local.,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-567,Chef Local,Local Chef,Chef Local,,,
components/RestaurantPage.tsx,RestaurantPage-Experience,seq-568,Nuestro chef rescata recetas ancestrales de la cocina palenquera.,Our chef rescues ancestral recipes from Palenque cuisine.,Notre chef sauvegarde les recettes ancestrales de la cuisine palenquera.,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-569,Horario de Atención,Opening Hours,Horaires d'Ouverture,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-570,Desayuno,Breakfast,Petit-déjeuner,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-571,7:00 AM – 10:00 AM,7:00 AM – 10:00 AM,7h00 – 10h00,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-572,Almuerzo,Lunch,Déjeuner,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-573,12:30 PM – 3:30 PM,12:30 PM – 3:30 PM,12h30 – 15h30,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-574,Cena,Dinner,Dîner,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-575,6:30 PM – 10:00 PM,6:30 PM – 10:00 PM,18h30 – 22h00,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-576,Bar,Bar,Bar,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-577,10:00 AM – 11:00 PM,10:00 AM – 11:00 PM,10h00 – 23h00,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-578,Abierto todos los días. Reservas recomendadas para la cena.,Open every day. Reservations recommended for dinner.,Ouvert tous les jours. Réservation recommandée pour le dîner.,,,
components/RestaurantPage.tsx,RestaurantPage-Hours,seq-579,También ofrecemos menús vegetarianos y veganos bajo solicitud.,We also offer vegetarian and vegan menus upon request.,Nous proposons également des menus végétariens et végétaliens sur demande.,,,
components/RestaurantPage.tsx,RestaurantPage-CTA,seq-580,Reserva tu Mesa,Book Your Table,Réservez votre Table,,,
components/RestaurantPage.tsx,RestaurantPage-CTA,seq-581,Déjanos preparar una experiencia gastronómica inolvidable para ti.,Let us prepare an unforgettable dining experience for you.,Laissez-nous préparer une expérience gastronomique inoubliable pour vous.,,,
components/RestaurantPage.tsx,RestaurantPage-CTA,seq-582,Reservar por WhatsApp,Book via WhatsApp,Réserver par WhatsApp,,,
components/RestaurantPage.tsx,RestaurantPage-CTA,seq-583,o llámanos al,or call us at,ou appelez-nous au,,,
components/RestaurantPage.tsx,RestaurantPage-CTA,seq-584,+57 310 527 0542,+57 310 527 0542,+57 310 527 0542,,,
components/RestaurantPage.tsx,RestaurantPage-Trust,seq-585,¿Por qué comer con nosotros?,Why dine with us?,Pourquoi dîner chez nous ?,,,
